SVI Theme: Household Composition & Disability; Overall Household Composition & Disability (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Household Composition & Disability-2018-Percentile
21235,Whitley County,Kentucky,11.5,0.7988
26121,Muskegon County,Michigan,11.5,0.7348
28061,Jasper County,Mississippi,11.5,0.9596
35045,San Juan County,New Mexico,11.5,0.7975
36065,Oneida County,New York,11.5,0.554
37057,Davidson County,North Carolina,11.5,0.5081
37153,Richmond County,North Carolina,11.5,0.915
45085,Sumter County,South Carolina,11.5,0.9335
51001,Accomack County,Virginia,11.5,0.4957
51009,Amherst County,Virginia,11.5,0.2155
51089,Henry County,Virginia,11.5,0.7323
51800,Suffolk City,Virginia,11.5,0.4231
54009,Brooke County,West Virginia,11.5,0.524
54103,Wetzel County,West Virginia,11.5,0.7596
01099,Monroe County,Alabama,11.6,0.5056
02188,Northwest Arctic Borough,Alaska,11.6,0.5482
05133,Sevier County,Arkansas,11.6,0.3747
13151,Henry County,Georgia,11.6,0.461
18023,Clinton County,Indiana,11.6,0.5505
18145,Shelby County,Indiana,11.6,0.3034
22033,East Baton Rouge Parish,Louisiana,11.6,0.3537
22051,Jefferson Parish,Louisiana,11.6,0.3992
22057,Lafourche Parish,Louisiana,11.6,0.68
34007,Camden County,New Jersey,11.6,0.453
36009,Cattaraugus County,New York,11.6,0.6835
37083,Halifax County,North Carolina,11.6,0.9373
40023,Choctaw County,Oklahoma,11.6,0.9959
42101,Philadelphia County,Pennsylvania,11.6,0.5549
45055,Kershaw County,South Carolina,11.6,0.7921
54049,Marion County,West Virginia,11.6,0.4046
01045,Dale County,Alabama,11.7,0.7463
01119,Sumter County,Alabama,11.7,0.5829
04021,Pinal County,Arizona,11.7,0.7014
05111,Poinsett County,Arkansas,11.7,0.9768
13271,Telfair County,Georgia,11.7,0.1277
18021,Clay County,Indiana,11.7,0.7988
18089,Lake County,Indiana,11.7,0.667
20061,Geary County,Kansas,11.7,0.4877
21009,Barren County,Kentucky,11.7,0.9067
21019,Boyd County,Kentucky,11.7,0.8717
21033,Caldwell County,Kentucky,11.7,0.8797
21115,Johnson County,Kentucky,11.7,0.4804
21159,Martin County,Kentucky,11.7,0.2187
21193,Perry County,Kentucky,11.7,0.8727
22069,Natchitoches Parish,Louisiana,11.7,0.4712
22101,St. Mary Parish,Louisiana,11.7,0.7692
28001,Adams County,Mississippi,11.7,0.7415
28049,Hinds County,Mississippi,11.7,0.5603
28127,Simpson County,Mississippi,11.7,0.8758
29021,Buchanan County,Missouri,11.7,0.6272
39001,Adams County,Ohio,11.7,0.9659
39071,Highland County,Ohio,11.7,0.8873
45057,Lancaster County,South Carolina,11.7,0.4846
51710,Norfolk City,Virginia,11.7,0.1414
54023,Grant County,West Virginia,11.7,0.3725
01075,Lamar County,Alabama,11.8,0.7214
01085,Lowndes County,Alabama,11.8,0.9803
01125,Tuscaloosa County,Alabama,11.8,0.1324
12075,Levy County,Florida,11.8,0.7717
22115,Vernon Parish,Louisiana,11.8,0.6081
28013,Calhoun County,Mississippi,11.8,0.9838
28057,Itawamba County,Mississippi,11.8,0.7319
28059,Jackson County,Mississippi,11.8,0.7574
37165,Scotland County,North Carolina,11.8,0.9051
47019,Carter County,Tennessee,11.8,0.6931
48061,Cameron County,Texas,11.8,0.7077
01039,Covington County,Alabama,11.9,0.908
01097,Mobile County,Alabama,11.9,0.5899
05069,Jefferson County,Arkansas,11.9,0.7953
05145,White County,Arkansas,11.9,0.5871
13045,Carroll County,Georgia,11.9,0.5301
22017,Caddo Parish,Louisiana,11.9,0.8083
29091,Howell County,Missouri,11.9,0.9096
29510,St. Louis City,Missouri,11.9,0.242
36073,Orleans County,New York,11.9,0.4852
39093,Lorain County,Ohio,11.9,0.6581
39099,Mahoning County,Ohio,11.9,0.6103
40101,Muskogee County,Oklahoma,11.9,0.9204
47075,Haywood County,Tennessee,11.9,0.8752
48215,Hidalgo County,Texas,11.9,0.7096
54035,Jackson County,West Virginia,11.9,0.3289
01017,Chambers County,Alabama,12,0.6609
12047,Hamilton County,Florida,12,0.7647
12079,Madison County,Florida,12,0.6527
13069,Coffee County,Georgia,12,0.8781
18091,Laporte County,Indiana,12,0.39
20139,Osage County,Kansas,12,0.7676
24043,Washington County,Maryland,12,0.5317
29143,New Madrid County,Missouri,12,0.9879
29155,Pemiscot County,Missouri,12,0.993
37127,Nash County,North Carolina,12,0.772
01051,Elmore County,Alabama,12.1,0.5422
01063,Greene County,Alabama,12.1,0.9717
12059,Holmes County,Florida,12.1,0.8707
28025,Clay County,Mississippi,12.1,0.6183
28139,Tippah County,Mississippi,12.1,0.9236
37085,Harnett County,North Carolina,12.1,0.5654
39131,Pike County,Ohio,12.1,0.9182
40125,Pottawatomie County,Oklahoma,12.1,0.836
45001,Abbeville County,South Carolina,12.1,0.8395
46017,Buffalo County,South Dakota,12.1,0.8723
47053,Gibson County,Tennessee,12.1,0.9564
47131,Obion County,Tennessee,12.1,0.8968
13063,Clayton County,Georgia,12.2,0.5333
13295,Walker County,Georgia,12.2,0.7233
13313,Whitfield County,Georgia,12.2,0.3703
21029,Bullitt County,Kentucky,12.2,0.3521
28043,Grenada County,Mississippi,12.2,0.9628
37027,Caldwell County,North Carolina,12.2,0.5135
45071,Newberry County,South Carolina,12.2,0.7609
01033,Colbert County,Alabama,12.3,0.6858
04001,Apache County,Arizona,12.3,0.8007
12031,Duval County,Florida,12.3,0.3426
12049,Hardee County,Florida,12.3,0.5909
22073,Ouachita Parish,Louisiana,12.3,0.6463
28033,Desoto County,Mississippi,12.3,0.4132
28147,Walthall County,Mississippi,12.3,0.9599
30005,Blaine County,Montana,12.3,0.9013
40145,Wagoner County,Oklahoma,12.3,0.7555
45039,Fairfield County,South Carolina,12.3,0.3957
45043,Georgetown County,South Carolina,12.3,0.6689
45053,Jasper County,South Carolina,12.3,0.6116
54033,Harrison County,West Virginia,12.3,0.5072
10001,Kent County,Delaware,12.4,0.6558
12023,Columbia County,Florida,12.4,0.5934
24510,Baltimore City,Maryland,12.4,0.3397
28011,Bolivar County,Mississippi,12.4,0.9472
28019,Choctaw County,Mississippi,12.4,0.7736
28051,Holmes County,Mississippi,12.4,0.9172
28085,Lincoln County,Mississippi,12.4,0.8109
29069,Dunklin County,Missouri,12.4,0.9962
39145,Scioto County,Ohio,12.4,0.8561
40031,Comanche County,Oklahoma,12.4,0.8239
45007,Anderson County,South Carolina,12.4,0.7154
45061,Lee County,South Carolina,12.4,0.4521
47125,Montgomery County,Tennessee,12.4,0.6835
51740,Portsmouth City,Virginia,12.4,0.6313
24033,Prince George&#39;s County,Maryland,12.5,0.1729
35006,Cibola County,New Mexico,12.5,0.9685
39141,Ross County,Ohio,12.5,0.7122
45009,Bamberg County,South Carolina,12.5,0.9443
47077,Henderson County,Tennessee,12.5,0.5683
13095,Dougherty County,Georgia,12.6,0.8271
18177,Wayne County,Indiana,12.6,0.8879
24011,Caroline County,Maryland,12.6,0.7501
28029,Copiah County,Mississippi,12.6,0.6998
28083,Leflore County,Mississippi,12.6,0.6145
45029,Colleton County,South Carolina,12.6,0.7494
45049,Hampton County,South Carolina,12.6,0.2305
47059,Greene County,Tennessee,12.6,0.673
48005,Angelina County,Texas,12.6,0.9487
54039,Kanawha County,West Virginia,12.6,0.7144
05035,Crittenden County,Arkansas,12.7,0.9137
28099,Neshoba County,Mississippi,12.7,0.9869
39053,Gallia County,Ohio,12.7,0.6406
47113,Madison County,Tennessee,12.7,0.5985
51650,Hampton City,Virginia,12.7,0.3922
01091,Marengo County,Alabama,12.8,0.8048
18053,Grant County,Indiana,12.8,0.8453
21125,Laurel County,Kentucky,12.8,0.7752
24039,Somerset County,Maryland,12.8,0.2537
28107,Panola County,Mississippi,12.8,0.8809
30003,Big Horn County,Montana,12.8,0.5113
34033,Salem County,New Jersey,12.8,0.5049
36005,Bronx County,New York,12.8,0.7517
45015,Berkeley County,South Carolina,12.8,0.4591
47097,Lauderdale County,Tennessee,12.8,0.9277
54077,Preston County,West Virginia,12.8,0.2248
01015,Calhoun County,Alabama,12.9,0.8303
13215,Muscogee County,Georgia,12.9,0.8485
21153,Magoffin County,Kentucky,12.9,0.5705
28113,Pike County,Mississippi,12.9,0.9538
39105,Meigs County,Ohio,12.9,0.822
12013,Calhoun County,Florida,13,0.6367
45031,Darlington County,South Carolina,13,0.8602
54055,Mercer County,West Virginia,13,0.9452
28095,Monroe County,Mississippi,13.1,0.6956
37091,Hertford County,North Carolina,13.1,0.8621
37155,Robeson County,North Carolina,13.1,0.8711
45067,Marion County,South Carolina,13.1,0.9424
13175,Laurens County,Georgia,13.2,0.788
20209,Wyandotte County,Kansas,13.2,0.7841
28087,Lowndes County,Mississippi,13.2,0.5852
29207,Stoddard County,Missouri,13.2,0.7536
37191,Wayne County,North Carolina,13.2,0.8402
45023,Chester County,South Carolina,13.2,0.6893
45033,Dillon County,South Carolina,13.2,0.9379
51195,Wise County,Virginia,13.2,0.7195
24019,Dorchester County,Maryland,13.3,0.9058
28027,Coahoma County,Mississippi,13.3,0.8294
28067,Jones County,Mississippi,13.3,0.9233
28161,Yalobusha County,Mississippi,13.3,0.8064
51700,Newport News City,Virginia,13.3,0.6062
01105,Perry County,Alabama,13.4,0.9561
12043,Glades County,Florida,13.4,0.5619
12107,Putnam County,Florida,13.4,0.7778
21195,Pike County,Kentucky,13.4,0.7055
54107,Wood County,West Virginia,13.4,0.7635
01005,Barbour County,Alabama,13.5,0.9153
01053,Escambia County,Alabama,13.5,0.6819
22079,Rapides Parish,Louisiana,13.5,0.901
30035,Glacier County,Montana,13.5,0.3432
38085,Sioux County,North Dakota,13.5,0.5887
45005,Allendale County,South Carolina,13.5,0.859
45011,Barnwell County,South Carolina,13.5,0.9863
45041,Florence County,South Carolina,13.5,0.8297
54081,Raleigh County,West Virginia,13.5,0.8427
54099,Wayne County,West Virginia,13.5,0.6772
05027,Columbia County,Arkansas,13.6,0.7316
05107,Phillips County,Arkansas,13.6,0.9975
13261,Sumter County,Georgia,13.6,0.6578
30085,Roosevelt County,Montana,13.6,0.6113
31173,Thurston County,Nebraska,13.6,0.7182
21047,Christian County,Kentucky,13.7,0.8357
21107,Hopkins County,Kentucky,13.7,0.8255
28153,Wayne County,Mississippi,13.7,0.9694
48485,Wichita County,Texas,13.7,0.5788
01031,Coffee County,Alabama,13.8,0.8067
01047,Dallas County,Alabama,13.8,0.9478
01055,Etowah County,Alabama,13.8,0.7587
13245,Richmond County,Georgia,13.8,0.7249
21101,Henderson County,Kentucky,13.8,0.9265
45059,Laurens County,South Carolina,13.8,0.8338
12063,Jackson County,Florida,13.9,0.7001
18095,Madison County,Indiana,13.9,0.8195
28159,Winston County,Mississippi,13.9,0.9653
39087,Lawrence County,Ohio,13.9,0.8848
54019,Fayette County,West Virginia,13.9,0.7934
13021,Bibb County,Georgia,14,0.8316
13217,Newton County,Georgia,14,0.795
45075,Orangeburg County,South Carolina,14,0.7848
51730,Petersburg City,Virginia,14,0.8526
01121,Talladega County,Alabama,14.1,0.7797
54045,Logan County,West Virginia,14.1,0.7491
01069,Houston County,Alabama,14.2,0.8542
01101,Montgomery County,Alabama,14.2,0.7641
21095,Harlan County,Kentucky,14.2,0.8313
21119,Knott County,Kentucky,14.2,0.411
28151,Washington County,Mississippi,14.2,0.9666
38079,Rolette County,North Dakota,14.2,0.866
45069,Marlboro County,South Carolina,14.2,0.8157
46031,Corson County,South Dakota,14.2,0.6215
54059,Mingo County,West Virginia,14.2,0.7526
01025,Clarke County,Alabama,14.3,0.6167
39079,Jackson County,Ohio,14.3,0.9303
45025,Chesterfield County,South Carolina,14.3,0.8039
01021,Chilton County,Alabama,14.4,0.8513
13185,Lowndes County,Georgia,14.4,0.3136
28123,Scott County,Mississippi,14.4,0.9834
21071,Floyd County,Kentucky,14.8,0.7488
05093,Mississippi County,Arkansas,14.9,0.9589
22117,Washington Parish,Louisiana,15.1,0.9838
46041,Dewey County,South Dakota,15.3,0.5138
21133,Letcher County,Kentucky,15.4,0.93
28133,Sunflower County,Mississippi,15.7,0.5406
54005,Boone County,West Virginia,15.7,0.7695
35031,Mckinley County,New Mexico,15.9,0.8816
46121,Todd County,South Dakota,15.9,0.5154
46137,Ziebach County,South Dakota,15.9,0.5743
12039,Gadsden County,Florida,16.1,0.8704
45089,Williamsburg County,South Carolina,17.2,0.9061
46102,Oglala Lakota County,South Dakota,17.9,0.794
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
